ID,出典,問題文,正解,誤答1,誤答2,誤答3,意味・分類タグ,文意訳（ヒント）,解説,,,,,,,,,,,,,,,,
433,2024-1,"I’ve been patient with you ( ), Jamie, but this is the last time.",up until now,up in the air,at the bottom,at the same time,熟語・今までは,ジェイミー、今までは我慢してきたけど、これが最後よ。,【正解のポイント】現在に至るまで。up until now（今までは）。【紛らわしい選択肢】up in the air（未定で）。,,,,,,,,,,,,,,,,
434,2024-1,...his little sister goes with them and ( ) the score in her notebook.,keeps track of,makes sense of,keeps pace with,makes do with,熟語・記録する,...彼の妹が一緒に行って、ノートにスコアを記録します。,【正解のポイント】動きや変化を追う。keep track of（～の記録をつける、～を見失わないようにする）。【紛らわしい選択肢】make sense of（～を理解する）。,,,,,,,,,,,,,,,,
435,2024-1,He wanted to leave the company ( ).,on good terms,by no means,out of hand,at first sight,熟語・良好な関係で,彼は会社を円満に（良好な関係で）辞めたいと思っていました。,【正解のポイント】仲が良い状態。on good terms (with)（～と仲が良い）。【紛らわしい選択肢】by no means（決して～ない）。,,,,,,,,,,,,,,,,
436,2024-1,"However, it started to shake in the wind, so she ( ) and turned around.",had second thoughts,closed in on,made ends meet,got back together,熟語・考え直す,しかし、風で揺れ始めたので、彼女は考え直して（迷って）引き返しました。,【正解のポイント】一度決めたことを疑う。have second thoughts（考え直す、二の足を踏む）。2018年にも出題された重要表現。【紛らわしい選択肢】made ends meet（収支を合わせる）。,,,,,,,,,,,,,,,,
437,2024-2,"...he stepped on a soft, wet ( ). He found out that his daughter had accidentally spilled some yogurt.",substance,drawing,landscape,criminal,名詞・物質,...彼は柔らかくて濡れた物質を踏みました。,【正解のポイント】特定できない物。substance（物質、実体）。scientific substance（化学物質）など。【紛らわしい選択肢】criminal（犯罪者）。,,,,,,,,,,,,,,,,
438,2024-2,Scientists will use it to study ( ) stars and planets that are too far away to be seen from Earth.,distant,primary,registered,visible,形容詞・遠い,科学者たちは、地球からは遠すぎて見えない遠くの星や惑星を研究するためにそれを使います。,【正解のポイント】距離が離れている。distant（遠い）。distance（距離）の形容詞。【紛らわしい選択肢】visible（目に見える）はto be seenと重複するため不適。,,,,,,,,,,,,,,,,
439,2024-2,...so the farm ( ) a large amount of produce.,yielded,struggled,decreased,regretted,動詞・産出する,...その農場は大量の農作物を産出しました。,【正解のポイント】（作物や利益を）生み出す。yielded（産出した）。準1級では「屈服する（yield to）」の意味でも出ます。【紛らわしい選択肢】struggled（苦闘した）。,,,,,,,,,,,,,,,,
440,2024-2,"Give it some more time, Barry. Your ankle will get better ( ).",eventually,slightly,socially,respectably,副詞・そのうち,もう少し時間をかけなさい、バリー。足首はそのうち（最終的には）良くなるよ。,【正解のポイント】時間が経てば。eventually（結局は、いつかは）。finallyより過程を含んだニュアンス。【紛らわしい選択肢】slightly（わずかに）。,,,,,,,,,,,,,,,,
441,2024-2,"Many years ago, smoke from the factories in Silver City ( ) the air.",polluted,arrested,cured,established,動詞・汚染する,何年も前、シルバーシティの工場からの煙が空気を汚染していました。,【正解のポイント】環境を汚す。polluted（汚染した）。pollution（汚染）。【紛らわしい選択肢】established（設立した）。,,,,,,,,,,,,,,,,
442,2024-2,The ( ) of education is responsible for ensuring that the country’s schools... are being managed well.,minister,dawn,faith,immigrant,名詞・大臣,教育大臣は、国の学校...が適切に管理されていることを保証する責任があります。,【正解のポイント】政府の責任者。minister（大臣）。Prime Minister（首相）。【紛らわしい選択肢】immigrant（移民）。,,,,,,,,,,,,,,,,
443,2024-2,The soccer game... was ( ) because of the heavy rain.,postponed,obeyed,recovered,tricked,動詞・延期する,大雨のため、サッカーの試合は延期されました。,【正解のポイント】put offと同義。postponed（延期した）。post（後ろへ）+pone（置く）。【紛らわしい選択肢】obeyed（従った）。,,,,,,,,,,,,,,,,
444,2024-2,"Many years ago, France was ruled by an ( ).",emperor,opinion,element,operation,名詞・皇帝,何年も前、フランスは皇帝によって統治されていました。,【正解のポイント】帝国の支配者。emperor（皇帝）。empire（帝国）とセットで。【紛らわしい選択肢】operation（手術、操作）。,,,,,,,,,,,,,,,,
445,2024-2,The city held a big ( ) for computer game fans last weekend.,convention,miracle,criticism,monument,名詞・大会,市は先週末、コンピュータゲームファンのための大きな大会（集会）を開催しました。,【正解のポイント】大規模な集まり。convention（大会、慣習）。【紛らわしい選択肢】criticism（批判）。,,,,,,,,,,,,,,,,
446,2024-2,Ron hates it when his friends ( ) on him at his home without telling him first.,drop in,keep an eye,have an effect,step up,句動詞・立ち寄る,ロンは、友人が前もって言わずに家にふらっと立ち寄るのが嫌いです。,【正解のポイント】予告なしに訪問する。drop in (on someone)。visit casually。【紛らわしい選択肢】keep an eye (on)（～を見張る）。,,,,,,,,,,,,,,,,
447,2024-2,I’ll ( ) my old computer for a few more months while I save up some more money.,make do with,give up on,look out for,show up to,句動詞・間に合わせる,お金が貯まるまでの数ヶ月間、古いコンピュータで間に合わせるつもりです。,【正解のポイント】十分ではないがそれで済ませる。make do with（～で間に合わせる）。準1級への架け橋となる重要イディオム。【紛らわしい選択肢】give up on（～に見切りをつける）。,,,,,,,,,,,,,,,,
448,2024-2,...but he was ( ) finishing it because he got some phone calls...,kept from,parted with,taken in,aimed at,句動詞・妨げられる,...しかし電話がかかってきたため、彼はそれを終えるのを妨げられました。,【正解のポイント】keep A from ～ing（Aが～するのを妨げる）。prevent A from ～ingと同じ。【紛らわしい選択肢】parted with（手放した）。,,,,,,,,,,,,,,,,
449,2024-2,The bus doesn’t come for another hour. How are we going to ( ) until then?,kill time,make sense,take part,pay attention,熟語・時間をつぶす,バスはあと1時間来ないよ。それまでどうやって時間をつぶそうか？,【正解のポイント】暇な時間を過ごす。kill time（時間をつぶす）。【紛らわしい選択肢】make sense（意味をなす）。,,,,,,,,,,,,,,,,
450,2024-2,The children who attend the summer camp ( ) their parents’ letters.,long for,jump into,pull through,fall behind,句動詞・待ち望む,サマーキャンプに参加している子供たちは、親からの手紙を待ち望んでいます。,【正解のポイント】切望する。long for（～を恋しがる、熱望する）。long（長い）ではなく動詞のlong。【紛らわしい選択肢】fall behind（遅れをとる）。,,,,,,,,,,,,,,,,
451,2024-2,"Robert is proud to be a firefighter. When he is ( ), he is always ready to help...",on duty,in common,at random,by chance,熟語・勤務中,ロバートは消防士であることを誇りに思っています。勤務中は、いつでも助ける準備ができています。,【正解のポイント】仕事中である。on duty（勤務中）。対義語はoff duty。【紛らわしい選択肢】in common（共通して）。,,,,,,,,,,,,,,,,
452,2024-2,Lola forgot to ( ) the train at her stop this morning...,get off,get by,get through,get along,句動詞・降りる,ローラは今朝、自分の駅で電車を降りるのを忘れました...,【正解のポイント】乗り物から降りる。get off。【紛らわしい選択肢】get by（なんとかやっていく）、get along（仲良くやる）。,,,,,,,,,,,,,,,,
453,2024-3,"However, she now has an online ( ), so she can read the magazine on her tablet...",subscription,opportunity,campaign,representative,名詞・定期購読,しかし、今はオンラインの定期購読をしているので、タブレットで雑誌を読めます。,【正解のポイント】定期的に購入するサービス。subscription（定期購読、サブスク）。subscribe（購読する）。【紛らわしい選択肢】representative（代表者）。,,,,,,,,,,,,,,,,
454,2024-3,I didn’t mean to ( ) you. I shouldn’t have said that.,offend,replace,comfort,transform,動詞・気分を害する,君を怒らせるつもりはなかったんだ。あんなこと言うべきじゃなかった。,【正解のポイント】感情を傷つける。offend（気分を害させる）。offensive（不快な）も重要。【紛らわしい選択肢】comfort（慰める）。,,,,,,,,,,,,,,,,
455,2024-3,Greg likes his new apartment because it has a lot of room for ( ).,storage,reverse,heaven,denial,名詞・収納,グレッグは収納スペースがたくさんあるので、新しいアパートが気に入っています。,【正解のポイント】物を保管する場所。storage（保管、収納）。store（蓄える）の名詞形。【紛らわしい選択肢】denial（否定）。,,,,,,,,,,,,,,,,
456,2024-3,Ms. Walker asks her students to think about the ( ) of their actions.,consequences,requests,timetables,suitcases,名詞・結果,ウォーカー先生は生徒たちに、自分の行動の結果（影響）について考えるよう求めています。,【正解のポイント】行動に伴う重大な結果。consequences（結果）。resultより因果関係の重みがある準1級必須語。【紛らわしい選択肢】requests（要求）。,,,,,,,,,,,,,,,,
457,2024-3,"...so he and his wife went ( ) to their friends’ dinner party. Mike took a taxi, while his wife drove their car.",separately,meanwhile,nowadays,permanently,副詞・別々に,...だから彼と妻は別々に友人のディナーパーティーに行きました。,【正解のポイント】一緒ではなく。separately（別々に）。individuallyに近い。【紛らわしい選択肢】permanently（永久に）。,,,,,,,,,,,,,,,,
458,2024-3,Sam told her the ( ) the next day. The Wolves had won 5 to 3.,outcome,appetite,victim,conflict,名詞・結果,サムは翌日、彼女に結果を伝えました。ウルブズが5対3で勝っていました。,【正解のポイント】試合や選挙の最終結果。outcome（結果）。come out（出てくる）もの。【紛らわしい選択肢】appetite（食欲）。,,,,,,,,,,,,,,,,
459,2024-3,...economic activities that ( ) global warming.,accelerate,remain,compose,launch,動詞・加速させる,...地球温暖化を加速させる経済活動。,【正解のポイント】速度を上げる、早める。accelerate（加速する）。access（接近）と混同しないように。【紛らわしい選択肢】compose（構成する）。,,,,,,,,,,,,,,,,
460,2024-3,The company’s ( ) situation has been getting worse this year.,financial,attractive,national,ignorant,形容詞・財政的な,その会社の財政状況は今年悪化しています。,【正解のポイント】お金に関すること。financial（財政の、金融の）。finance（財政）。【紛らわしい選択肢】ignorant（無知な）。,,,,,,,,,,,,,,,,
461,2024-3,The boat is starting to ( ) away from the shore.,drift,split,resolve,grasp,動詞・漂流する,ボートが岸から漂流し始めています。,【正解のポイント】水や風に流される。drift（漂う）。drifting wood（流木）。【紛らわしい選択肢】resolve（解決する）。,,,,,,,,,,,,,,,,
462,2024-3,A statue was put up in front of city hall ( ) of the city’s first mayor.,in honor,for lack,at risk,on suspicion,熟語・～に敬意を表して,市の初代市長に敬意を表して、市庁舎の前に像が建てられました。,【正解のポイント】in honor of（～を記念して、～に敬意を表して）。【紛らわしい選択肢】on suspicion of（～の容疑で）。,,,,,,,,,,,,,,,,
463,2024-3,"I don’t think I’ve ever seen Bob take a break. - Yes, he’s always ( ).",on the go,in the way,by the book,to the point,熟語・働きづめで,ボブが休憩しているのを見たことがないよ。- ああ、彼はいつも働きづめだよ。,【正解のポイント】2020年にも出題された熟語。on the go（活動して、働きづめで）。【紛らわしい選択肢】by the book（規則通りに）。,,,,,,,,,,,,,,,,
464,2024-3,"Without a safe shelter to go to, they could be ( ) of nature.",at the mercy,for the good,on the rise,in the course,熟語・～のなすがままに,安全な避難場所がなければ、彼らは自然の猛威のなすがままになる可能性があります。,【正解のポイント】2022年に続き再出題。at the mercy of（～のなすがままに）。抵抗できない状態。【紛らわしい選択肢】on the rise（増加中で）。,,,,,,,,,,,,,,,,
465,2024-3,"When Julia lost her job, she had to ( ) her savings for a few months...",fall back on,break up with,come over to,speak ill of,句動詞・頼る,ジュリアは仕事を失ったとき、数ヶ月間貯金に頼らなければなりませんでした。,【正解のポイント】（いざという時に）頼る。fall back on（～を当てにする）。rely onの緊急時版。【紛らわしい選択肢】speak ill of（～の悪口を言う）。,,,,,,,,,,,,,,,,
466,2024-3,"It was, but the manager said that it wouldn’t be ( ) until next month.",in effect,on strike,on foot,in line,熟語・実施されて,そうだったけど、マネージャーは来月までは実施されない（効力を持たない）と言っていたよ。,【正解のポイント】法律やルールが有効である。in effect（実施されて、有効で）。effective（効果的な）とは少し違う用法。【紛らわしい選択肢】on strike（ストライキ中で）。,,,,,,,,,,,,,,,,
467,2024-3,...he had to ( ) a new shirt for his brother’s wedding.,pick out,fall over,turn over,cut off,句動詞・選ぶ,...彼は兄の結婚式のために新しいシャツを選ばなければなりませんでした。,【正解のポイント】選ぶ。pick out。selectと同じ。【紛らわしい選択肢】turn over（めくる、譲る）。,,,,,,,,,,,,,,,,
468,2024-3,The members of the team stood ( ) on the field before the soccer game started.,side by side,down the road,back and forth,on the way,熟語・並んで,サッカーの試合が始まる前、チームのメンバーはフィールドに並んで立ちました。,【正解のポイント】横に並んで。side by side。【紛らわしい選択肢】back and forth（前後に行ったり来たり）。,,,,,,,,,,,,,,,,
469,2024-1,...corn plants release water into the air... This added ( ) makes the air more humid.,moisture,temperature,concern,sweat,長文語彙・湿気,トウモロコシは空気中に水分を放出します...この追加された湿気が空気をより湿っぽくします。,【正解のポイント】長文（Growing Corn）より。humid（湿気のある）の名詞形。moisture（水分、湿気）。moist（湿った）。,,,,,,,,,,,,,,,,
470,2024-1,"Because of this, collecting muscle cars ( ).",can be an expensive hobby,was banned,used to be more popular,is much easier,長文語彙・高価な趣味,このため、マッスルカーを集めることは高価な趣味になり得ます。,【正解のポイント】長文（Muscle Cars）の空所補充。rare and very valuable（希少で高価）という文脈から判断。,,,,,,,,,,,,,,,,
471,2024-1,...collectors regard this period as the ( ) of muscle cars.,golden age,dark age,stone age,ice age,長文語彙・黄金時代,...コレクターはこの時期をマッスルカーの黄金時代とみなしています。,【正解のポイント】最も栄えた時期。golden age（黄金時代）。文脈理解。,,,,,,,,,,,,,,,,
472,2024-2,"They quickly became favorite places... ( ), their main attraction was not drinking coffee but the opportunity to debate...",In other words,Instead,Unfortunately,Ideally,長文語彙・言い換えれば,それらはすぐにお気に入りの場所になりました...言い換えれば（つまり）、主な魅力はコーヒーではなく議論の機会でした。,【正解のポイント】長文（Coffee Culture）の接続詞。前の文の内容を具体的に説明し直している。In other words（言い換えれば、つまり）。,,,,,,,,,,,,,,,,
473,2024-2,One company... grew from a coffee house into a global ( ) market.,insurance,vegetable,stock,housing,長文語彙・保険,ある会社は...コーヒーハウスから世界的な保険市場へと成長しました。,【正解のポイント】ロイズ保険組合（Lloyd's of London）の歴史的背景。insurance（保険）。,,,,,,,,,,,,,,,,
474,2024-3,"In the evening, as the air cools down, so does the human body’s ( ) temperature.",internal,external,global,surface,長文語彙・内部の,夕方、空気が冷えるにつれて、人体の内部温度も下がります。,【正解のポイント】長文（Temperature and Sleep）より。体内の温度。internal（内部の）。対義語external（外部の）。,,,,,,,,,,,,,,,,
475,2024-3,"Soon after, he started taking pictures to ( ) his life.",document,imagine,waste,enjoy,長文語彙・記録する,その後すぐに、彼は自分の人生を記録するために写真を撮り始めました。,【正解のポイント】長文（Diaries）より。記録に残すこと。documentは名詞（書類）だけでなく動詞（記録する）としても重要。,,,,,,,,,,,,,,,,
476,2024-3,"Surprisingly, as many as 60,000 tourists come to the island every year. ( ), the island’s population is getting smaller.",In contrast,In other words,In the end,In a word,長文語彙・対照的に,驚くべきことに、毎年6万人もの観光客が島を訪れます。対照的に、島の人口は減少しています。,【正解のポイント】長文（The Darkest Island）。観光客は増えているが、住人は減っているという対比。In contrast（対照的に）。,,,,,,,,,,,,,,,,
477,2025-1,"The ( ) of ancient Greece made many great discoveries in science, politics, and art.",civilization,disappointment,proportion,advertisement,名詞・文明,古代ギリシャの文明は、科学、政治、芸術において多くの偉大な発見をしました。,【正解のポイント】歴史や社会の発展。civilization（文明）。civil（市民の）からの派生語。【紛らわしい選択肢】proportion（割合、比率）は準1級頻出語。,,,,,,,,,,,,,,,,
478,2025-1,"The hard, wooden bench in the park was ( ), so Anna and Cathy decided to sit on the grass.",uncomfortable,permanent,amusing,complicated,形容詞・不快な,公園の硬い木のベンチは座り心地が悪かった（不快だった）ので、アンナとキャシーは芝生に座ることにしました。,【正解のポイント】硬いベンチ＝快適ではない。uncomfortable（不快な）。【紛らわしい選択肢】permanent（永続的な）、complicated（複雑な）。,,,,,,,,,,,,,,,,
479,2025-1,"The people in the car crash could have been ( ) hurt. Luckily, their injuries were not serious.",severely,fluently,currently,anxiously,副詞・ひどく,車の衝突事故の人々はひどく怪我をした可能性がありました。幸運にも、怪我は深刻ではありませんでした。,【正解のポイント】深刻な怪我の程度。severely（ひどく、厳しく）。seriouslyと同義。【紛らわしい選択肢】fluently（流暢に）、currently（現在）。,,,,,,,,,,,,,,,,
480,2025-1,"The sofa was too heavy to carry, so Bill had to ( ) it across the floor...",drag,wipe,greet,row,動詞・引きずる,ソファは運ぶには重すぎたので、ビルは床の上をそれを引きずらなければなりませんでした。,【正解のポイント】重いものを引っ張って動かす。drag（引きずる）。ドラッグ＆ドロップのdrag。【紛らわしい選択肢】row（ボートを漕ぐ）。,,,,,,,,,,,,,,,,
481,2025-1,"Haruka wanted to enter a popular university, so she ( ) all her attention to studying...",devoted,specified,advertised,reminded,動詞・捧げる,ハルカは人気のある大学に入りたかったので、すべての注意を勉強に注ぎました（捧げました）。,【正解のポイント】devote A to B（AをBに捧げる、充てる）。dedicateに近い準1級重要語。【紛らわしい選択肢】specified（指定した）。,,,,,,,,,,,,,,,,
482,2025-1,Gary ( ) that his message was a joke by putting a laughing face symbol at the end of it.,indicated,deceived,sacrificed,composed,動詞・示す,ゲイリーは、最後に笑い顔の記号をつけることで、彼のメッセージが冗談であることを示しました。,【正解のポイント】指し示す、表示する。indicated（示した）。indicator（インジケーター）の動詞。【紛らわしい選択肢】deceived（だました）、sacrificed（犠牲にした）。,,,,,,,,,,,,,,,,
483,2025-1,You don’t have to ( ). It’s not your fault that your train wasn’t on time.,apologize,supply,determine,instruct,動詞・謝る,謝る必要はありません。電車が定刻通りでなかったのはあなたのせいではありません。,【正解のポイント】I'm sorryと言わなくていい。apologize（謝罪する）。【紛らわしい選択肢】determine（決定する）、instruct（指示する）。,,,,,,,,,,,,,,,,
484,2025-1,"Do you get nervous...? - Yes, I always feel a little ( ).",anxiety,inheritance,exception,confidence,名詞・不安,スピーチの前は緊張する？ - ええ、いつも少し不安を感じます。,【正解のポイント】nervous（神経質な）の名詞的感覚。anxiety（不安、心配）。anxiousの名詞形。【紛らわしい選択肢】inheritance（相続、遺産）。,,,,,,,,,,,,,,,,
485,2025-1,I’m going to help people who are in need and try to improve their ( ).,welfare,balance,reputation,genius,名詞・福祉,私は困っている人々を助け、彼らの福祉（幸福、生活）を向上させようとしています。,【正解のポイント】人々の幸福や生活支援。welfare（福祉）。social welfare（社会福祉）。【紛らわしい選択肢】reputation（評判）。,,,,,,,,,,,,,,,,
486,2025-1,The ( ) that make rabbits different from other animals are that they have long ears...,characteristics,contributions,investigations,exhibitions,名詞・特徴,ウサギを他の動物と違うものにしている特徴は、長い耳を持っていることです。,【正解のポイント】他と区別する点。characteristics（特徴）。character（性格）から派生。【紛らわしい選択肢】investigations（調査）。,,,,,,,,,,,,,,,,
487,2025-1,"Yes, but it’s ( ) than the first version. Please write it once again.",no better,much safer,far healthier,still further,文法・比較,はい、でも最初のバージョンと変わらない（良くない）です。もう一度書いてください。,【正解のポイント】書き直しを命じている＝良くなっていない。no better（～より良くない、五十歩百歩だ）。否定の意味を含む比較級。,,,,,,,,,,,,,,,,
488,2025-1,"...but because his prices were too high, ( ) of them could be sold.",only a few,some hardly,only a little,some seldom,文法・数量,...しかし価格が高すぎたので、ほんの少ししか売れませんでした。,【正解のポイント】apples（可算名詞）につく否定的な数量表現。only a few（ほんの少ししか～ない）。fewは「ほとんどない」。,,,,,,,,,,,,,,,,
489,2025-1,"He has a part­time job, but he still ( ) his parents for most of his money.",relies on,covers up,does with,approves of,句動詞・頼る,彼はアルバイトをしていますが、お金の大部分をまだ両親に頼っています。,【正解のポイント】依存する。relies on（頼る）。depend onと同じ。【紛らわしい選択肢】approves of（～を認める、賛成する）。,,,,,,,,,,,,,,,,
490,2025-1,"Yes, I turned it down, ( ). It was a big mistake.",to my regret,at my service,in my heart,in my way,熟語・後悔していることに,ええ、後悔していることに（残念ながら）、断ってしまったんだ。大きな間違いだったよ。,【正解のポイント】to one's regret（残念なことに、後悔したことには）。感情を表すto one's + 名詞。,,,,,,,,,,,,,,,,
491,2025-1,"In order to go on a trip to Europe next year, John is trying to ( ) enough money.",save up,bring on,pass for,hand over,句動詞・貯める,来年ヨーロッパ旅行に行くために、ジョンは十分なお金を貯めようとしています。,【正解のポイント】お金を蓄える。save up（貯金する）。【紛らわしい選択肢】hand over（引き渡す）。,,,,,,,,,,,,,,,,
492,2025-1,She’ll be able to live and work in Spain... She really ( ) it.,has a good command of,takes a good look at,pays a good price for,gives a good reason of,熟語・～を自由に操る,彼女はスペインで生活し働けるでしょう...彼女は本当にそれを自由に操れます（堪能です）。,【正解のポイント】言語などを自在に使える能力がある。have a good command of（～を自由に操る、～が堪能だ）。準1級への重要表現です。,,,,,,,,,,,,,,,,
493,2025-1,"It’s good, but ( ) it is hard to understand. The author uses very complex language.",at times,with ease,on board,in turn,熟語・時々,良い本ですが、時々理解するのが難しいです。著者がとても複雑な言葉を使うので。,【正解のポイント】sometimesの熟語。at times（時々）。【紛らわしい選択肢】in turn（今度は、同様に）。,,,,,,,,,,,,,,,,
494,2025-1,"They may seem to move their body parts ( ). However, this is not true.",without any intentions,just as a fun habit,for health purposes,to get out of danger,長文語彙・意図なしに,ゾウは意図なしに体の一部を動かしているように見えるかもしれません。しかし、これは真実ではありません。,【正解のポイント】長文（The Communication of Elephants）の空所補充。感情表現（true）との対比で「意味もなく」動いているように見える、という文脈。,,,,,,,,,,,,,,,,
495,2025-1,"They do so by spreading their ears... ( ), when they show that they accept the others’ authority, they pull their ears back...",By contrast,Disappointingly,More importantly,Nevertheless,長文語彙・対照的に,体を大きく見せるのと対照的に、服従を示すときは耳を後ろに引く。,【正解のポイント】行動の対比。By contrast（対照的に）。,,,,,,,,,,,,,,,,
496,2025-1,"Due to ( ), they have practiced creative ways. Ifugao people made rice fields on the slopes...",a lack of workforce,the variety of fruits they make,poor farming conditions,bad weather throughout the year,長文語彙・労働力不足,労働力不足（後の文脈で若者が都市へ流出したと言及）のため、彼らは創造的な方法を実践してきました。,【正解のポイント】長文（Ifugao Rice Fields）の空所補充。文脈から「人手不足」や「土地の制約」が読み取れるが、選択肢と後の文脈（若者の流出）から労働力または耕作条件の厳しさを推測。,,,,,,,,,,,,,,,,
497,2025-1,"( ), a large quantity of the rice fields was damaged because of the lack of workers...",As a consequence,On the contrary,To begin with,In general,長文語彙・結果として,（若者が都市へ行った）結果として、多くの棚田が労働者不足のために荒廃しました。,【正解のポイント】因果関係。As a consequence（結果として）。Consequentlyと同じ。,,,,,,,,,,,,,,,,
498,2025-2,King Otto’s brother looked after the country until the young prince was old enough to rule. ...too young to ( ) the kingdom.,govern,overlap,forgive,arrest,動詞・統治する,オットー王が亡くなったとき、息子は王国を統治するには若すぎました。,【正解のポイント】国を治める。govern（統治する）。government（政府）の動詞。【紛らわしい選択肢】overlap（重なる）。,,,,,,,,,,,,,,,,
499,2025-2,The IT company has greatly ( ) since it opened five years ago. It now has offices in over 30 cities.,expanded,suffered,reflected,influenced,動詞・拡大する,そのIT企業は5年前に開業して以来、大きく拡大しました。今では30以上の都市にオフィスがあります。,【正解のポイント】規模が大きくなる。expanded（拡大した）。【紛らわしい選択肢】reflected（反射した/熟考した）。,,,,,,,,,,,,,,,,
500,2025-2,"Because Westbrook Junior High School’s softball team won..., they have ( ) for next month’s national finals.",qualified,robbed,weighed,disappeared,動詞・資格を得る,ソフトボールチームは優勝したので、来月の全国大会への出場資格を得ました。,【正解のポイント】条件を満たす。qualified (for)（資格を得た）。quality（質）が十分あること。【紛らわしい選択肢】robbed（奪った）。,,,,,,,,,,,,,,,,
501,2025-2,"After working as a taxi driver..., Sue has decided to try a new ( ).",occupation,device,complaint,proverb,名詞・職業,タクシー運転手として働いた後、スーは新しい職業に挑戦することに決めました。,【正解のポイント】仕事。occupation（職業）。jobの堅い語。【紛らわしい選択肢】complaint（不満）、proverb（ことわざ）。,,,,,,,,,,,,,,,,
502,2025-2,Matthew’s story ( ) his friends’ attention completely.,gripped,accepted,flattened,promised,動詞・つかむ,マシューの話は友人の注意を完全につかみました（釘付けにしました）。,【正解のポイント】強くつかむ、魅了する。gripped（つかんだ）。grip a pen（ペンを握る）など。【紛らわしい選択肢】flattened（平らにした）。,,,,,,,,,,,,,,,,
503,2025-2,The politician’s view on education was ( ) through his whole career. He never changed his opinion...,consistent,massive,internal,recent,形容詞・一貫した,その政治家の教育に対する見解は、彼のキャリアを通して一貫していました。彼は決して意見を変えませんでした。,【正解のポイント】ブレないこと。consistent（一貫した）。準1級・1級合格に不可欠な重要語です。【紛らわしい選択肢】massive（巨大な）、internal（内部の）。,,,,,,,,,,,,,,,,
504,2025-2,"I did ( ) well. I wasn’t expecting to pass, but I ended up getting 82 percent.",surprisingly,necessarily,continuously,faithfully,副詞・驚くほど,驚くほど良くできました。受かるとは思っていませんでしたが...,【正解のポイント】予想外に。surprisingly（驚くほど、意外に）。【紛らわしい選択肢】necessarily（必ずしも～ない）、faithfully（誠実に）。,,,,,,,,,,,,,,,,
505,2025-2,"Then, she put the ( ) in a bowl and added some spices.",mixture,surgery,pollution,resort,名詞・混合物,それから彼女は混ぜたもの（混合物）をボウルに入れ、スパイスを加えました。,【正解のポイント】トマトや玉ねぎを刻んで混ぜたもの。mixture（混合物）。2022年にも出題されています。【紛らわしい選択肢】resort（行楽地、手段）。,,,,,,,,,,,,,,,,
506,2025-2,Sports referees ... must have excellent ( ). They have to be able to make accurate decisions...,judgment,laughter,climate,illness,名詞・判断力,スポーツの審判は優れた判断力を持っていなければなりません。,【正解のポイント】決定を下す能力。judgment（判断力）。2023年にも出題。【紛らわしい選択肢】climate（気候）。,,,,,,,,,,,,,,,,
507,2025-2,"Well, we live in a ( ), so we can vote for the people we want to represent us.",democracy,tragedy,mystery,philosophy,名詞・民主主義,私たちは民主主義（の国）に住んでいるので、代表者に投票することができます。,【正解のポイント】投票で代表を選ぶシステム。democracy（民主主義）。democrat（民主主義者）。【紛らわしい選択肢】tragedy（悲劇）、philosophy（哲学）。,,,,,,,,,,,,,,,,
508,2025-2,The security alarm in the hotel ( ) in the middle of the night...,went off,dropped by,came down,passed on,句動詞・鳴る,夜中にホテルの警報機が鳴りました...,【正解のポイント】（警報などが）鳴り響く、（爆弾が）爆発する。went off。【紛らわしい選択肢】dropped by（立ち寄った）。,,,,,,,,,,,,,,,,
509,2025-2,"She wants to work there ( ), but she hopes to find a job in marketing in the future.",for the time being,in the old days,up in the air,at the same time,熟語・当面の間,彼女は当面の間そこで働きたいと思っていますが、将来はマーケティングの仕事を見つけたいと望んでいます。,【正解のポイント】今のところは。for the time being（当面の間、さしあたり）。【紛らわしい選択肢】up in the air（未定で）。,,,,,,,,,,,,,,,,
510,2025-2,"The two cars looked ( ) each other, but one cost three times as much...",identical to,jealous of,confident of,limited to,形容詞・そっくりな,その2台の車はお互いにそっくり（同一）に見えましたが、片方は3倍の値段でした。,【正解のポイント】全く同じに見える。identical to（～と同一の、うり二つの）。identity（同一性）の形容詞。【紛らわしい選択肢】jealous of（～に嫉妬して）。,,,,,,,,,,,,,,,,
511,2025-2,The teacher advised Emma to review her notes ( ) relying only on the textbook.,rather than,because of,provided that,even though,熟語・～ではなく,先生はエマに、教科書だけに頼るのではなく（～というよりむしろ）、ノートを見直すよう助言しました。,【正解のポイント】A rather than B（BではなくむしろA）。instead ofに近い。【紛らわしい選択肢】provided that（もし～ならば）。,,,,,,,,,,,,,,,,
512,2025-2,What do those birds ( )? - They seem to eat insects.,feed on,turn in,cut off,hang on,句動詞・常食とする,あの鳥は何を食べているのですか？ - 昆虫を食べるようです。,【正解のポイント】（動物が）～を餌にする。feed on（～を常食とする）。feed（餌をやる）の自動詞用法。【紛らわしい選択肢】turn in（提出する/寝る）。,,,,,,,,,,,,,,,,
513,2025-2,No. It’s ( ). You can visit it whenever you want.,free of charge,out of breath,against its will,easy to use,熟語・無料の,いいえ、無料です。いつでも好きな時に訪れることができます。,【正解のポイント】料金がかからない。free of charge（無料で）。for free/for nothingと同じ。【紛らわしい選択肢】against its will（意志に反して）。,,,,,,,,,,,,,,,,
